SNAP Income Pilot Translations 09132024(09092024) (1)
Translation Key,English,English (removed code),Spanish - from DTA,Spanish,Client or Staff-facing?,Added to Confluence?,Page/location,Error or info banner?,,,,,,,,,,,,,,,,,,
en.cbv.missing_results.show.header,How to report income if your employer or payroll provider isn’t listed,,Cómo informar sus ingresos si su empleador o proveedor de nómina no están listados,Cómo informar sus ingresos si su empleador o proveedor de nómina no están listados,Client,Yes,Missing results,,,,,,,,,,,,,,,,,,,
en.cbv.missing_results.show.more_jobs,If you have more jobs to report,,Si tiene más trabajos que notificar,Si tiene más trabajos que reportar,Client,Yes,Missing results,,,,,,,,,,,,,,,,,,,
en.cbv.missing_results.show.no_more_jobs,If you don't have more jobs to report,,Si no tiene más trabajos que notificar,Si no tiene más trabajos que reportar,Client,Yes,Missing results,,,,,,,,,,,,,,,,,,,
en.cbv.missing_results.show.not_listed_p1,"If your employer or payroll provider isn’t listed on this site, you’ll need to share your income information for this job directly with %{agency_acronym}.","If your employer or payroll provider isn’t listed on this site, you’ll need to share your income information for this job directly with [agency].","Si su empleador o proveedor de nómina no están listados en este sitio, tendrá que compartir su información de ingresos por este trabajo directamente con [agencia].","Si su empleador o proveedor de nómina no están listados en este sitio, tendrá que compartir su información de ingresos por este trabajo directamente con %{agency_acronym}.",Client,Yes,Missing results,,,,,,,,,,,,,,,,,,,
en.cbv.missing_results.show.not_listed_p2,Visit %{agency_short_name} for more information on how to submit documents.,Visit [agency] for more information on how to submit documents.,Visite [agencia] para obtener más información sobre cómo presentar documentos.,Visite %{agency_short_name} para obtener más información sobre cómo presentar documentos.,Client,Yes,Missing results,,,,,,,,,,,,,,,,,,,
en.cbv.missing_results.show.you_can_search,"You can search for another employer or payroll provider. This site supports employers with online payroll providers or app-based services. Examples include Amazon, Walmart, McDonald’s, Uber, DoorDash, Lyft, and Instacart.",,"Puede buscar a su empleador o a su proveedor de nómina. Este sitio apoya a los empleadores con proveedores de nómina en línea o servicios basados en aplicaciones. Algunos ejemplos son Amazon, Walmart, McDonald’s, Uber, DoorDash, Lyft e Instacart.","Puede buscar otro empleador o proveedor de nómina. Este sitio apoya a los empleadores con proveedores de nómina en línea o servicios basados en aplicaciones. Algunos ejemplos son Amazon, Walmart, McDonald’s, Uber, DoorDash, Lyft e Instacart.",Client,Yes,Missing results,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.additional_information_header,Additional comments (optional),,Comentarios adicionales (opcional),Comentarios adicionales (opcional),Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.additional_information_label,"Share any comments or additional information about the payment details above that you’d like %{agency_acronym} to know. For example, you can share if the information is inaccurate or if you’re no longer working at that job.","Share any comments or additional information about the payment details above that you’d like [agency] to know. For example, you can share if the information is inaccurate or if you’re no longer working at that job.","Comparta cualquier comentario o información adicional sobre los detalles de pago anteriores que desea que [agencia] conozca. Por ejemplo, puedo compartir si la información es inexacta o si ya no trabaja en ese empleo.","Comparta cualquier comentario o información adicional sobre los detalles de pago anteriores que desea que %{agency_acronym} conozca. Por ejemplo, puede compartir si la información es inexacta o si ya no trabaja en ese empleo.",Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.continue,Continue,,Continuar,Continuar,Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.deductions,Deduction: %{category},Deduction: [category],Deducción: [categoría],Deducción:  %{category},Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
,,"[deduction category]
charity 
child support 
commuter 
company perk 
dental 
disability 
fees 
fsa 
hsa 
job expense 
lending 
life insurance 
loan 
medical insurance 
other 
reallocation 
retirement 
retro pay 
savings 
stock 
tax 
tips 
union dues 
vision 
wage garnishment","[categoría de deducción]
caridad 
manutención infantil 
transporte de cercanías 
beneficio de la empresa 
dental 
discapacidad 
tarifas 
cuenta flexible para gastos (fsa, por sus siglas en inglés) 
cuenta de ahorros para la salud (hsa, por sus siglas en inglés) 
gastos del trabajo 
crédito 
seguro de vida 
préstamo 
seguro médico 
otro 
reasignación 
jubilación 
pago retroactivo 
ahorros 
acciones 
impuesto 
propinas 
cuotas sindicales 
oftalmología 
embargo de salario"," %{category}:
caridad 
manutención infantil 
transporte de cercanías 
beneficio de la empresa 
dental 
discapacidad 
tarifas 
cuenta flexible para gastos (fsa, por sus siglas en inglés) 
cuenta de ahorros para la salud (hsa, por sus siglas en inglés) 
gastos del trabajo 
crédito 
seguro de vida 
préstamo 
seguro médico 
otro 
reasignación 
jubilación 
pago retroactivo 
ahorros 
acciones 
impuesto 
propinas 
cuotas sindicales 
oftalmología 
embargo de salario",Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.employment_end_date,Employment end date,,Fecha de finalización del empleo,Fecha de finalización del empleo,Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.employment_information_table_header,Employment information,,Información del empleo,Información del empleo,Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.employment_start_date,Employment start date,,Fecha de inicio del empleo,Fecha de inicio del empleo,Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.employment_status,Employment status,,Estatus del empleo,Estatus del empleo,Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.frequency_unknown,Frequency Unknown,,Frecuencia desconocida,Frecuencia desconocida,Client,,,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.header,Your payment information from %{employer_name},Your payment information from [employer],Su información de pago de [empleador],Su información de pago de %{employer_name},Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.header_no_employer_name,Your payment information from your employer,,Su información de pago por parte de su empleador,Su información de pago por parte de su empleador,Client,,,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.hourly_rate,Compensation amount,Compensation amount [$] [compensation amount],Monto de compensación [$] [monto de compensación],Monto de compensación,Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
,,"[Compensation amount options to translate]
annually 
bi-weekly 
daily 
hourly 
monthly 
per mile 
semi-monthly 
semi-weekly 
variable 
weekly","[Opciones de monto de compensación a traducir]
anual 
cada dos semanas 
diario 
por hora 
mensual 
por milla 
dos veces al mes 
cada dos semanas 
variable 
semanal","Compensation amount options:
anual 
cada dos semanas 
diario 
por hora 
mensual 
por milla 
dos veces al mes 
dos veces a la semana
variable 
semanal",Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.none_found,No payments found.,,No se encontraron pagos.,No se encontraron pagos.,Client,Need to add,?,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.number_of_hours_worked,Number of hours worked,, Número de horas trabajadas,Número de horas trabajadas,Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.pay_date,Pay Date: %{pay_date},Pay Date: ,Fecha de pago: ,Fecha de pago: %{pay_date},Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.pay_frequency,Pay period frequency,Pay period frequncy [frequnecy],Frecuencia del período de pago [frecuencia],Frecuencia del período de pago,Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
,,"[frequency options to translate]
bi-weekly 
daily 
monthly 
semi-monthly 
variable 
weekly","[opciones de frecuencia a traducir]
cada dos semanas 
diario 
mensual 
dos veces al mes 
variable 
semanal","Frequency options:
cada dos semanas 
diario 
mensual 
dos veces al mes 
variable 
semanal",Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.pay_gross,Payment before taxes (gross),,Pago antes del pago de impuestos (bruto),Pago antes de impuestos (bruto),Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.pay_gross_ytd,Gross pay YTD,,"Remuneración bruta desde el inicio del año a la fecha (YTD, por sus siglas en inglés)","Remuneración bruta desde el inicio del año a la fecha (YTD, por sus siglas en inglés)",Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.pay_net,Payment after taxes and deductions (net),,Pago después de impuestos y deducciones (neto),Pago después de impuestos y deducciones (neto),Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.pay_period,Pay period,,Período de pago,Período de pago,Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.payment_hours,%{amount} hours,[#] hours,[#] de horas,%{amount} horas,Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.payments_and_deductions_table_header,Payments and deductions,,Pagos y deducciones,Pagos y deducciones,Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.subheader,"We have gathered your payment records from the past 90 days, from %{start_date} to %{end_date}. If the information is missing or inaccurate, add a comment for %{agency_acronym}. This information will be included in your income report.","We have gathered your payment records from the past 90 days, from [date] to [date]. If the information is missing or inaccurate, add a comment for [agency]. This information will be included in your income report.","Hemos recopilado sus registros de pago de los últimos 90 días, del [fecha] al [fecha]. Si falta información o esta es inexacta, añada un comentario para [agencia]. Esta información se incluirá en su informe de ingresos.","Hemos recopilado sus registros de pago de los últimos 90 días, del %{start_date} al %{end_date}. Si falta información o esta es inexacta, añada un comentario para %{agency_acronym}. Esta información se incluirá en su informe de ingresos.",Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.total_gross_description,"This is the total gross income from your job before taxes, benefits and deductions were taken out of your paycheck.",,"Estos son sus ingresos brutos totales provenientes de su trabajo, antes del pago de impuestos, los beneficios y deducciones se restaron de su cheque de pago.","Estos son sus ingresos brutos totales provenientes de su trabajo, antes del pago de impuestos, beneficios y deducciones que se restaron de su cheque de pago.",Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.total_gross_income,"Total income from the past 90 days, before taxes: %{amount}","Total income from the past 90 days, before taxes:","Ingresos totales de los últimos 90 días, antes de impuestos:","Ingresos totales de los últimos 90 días, antes de impuestos: %{amount}",Client,Yes,Payment details,,,,,,,,,,,,,,,,,,,
en.cbv.payment_details.show.unknown,Unknown,,Desconocidos,Desconocido,Client,,,,,,,,,,,,,,,,,,,,,
en.cbv.successes.show.back_to_agency,Go to %{agency_short_name} website,Go to [agency] website,Vaya al sitio web de [agencia],Vaya al sitio web de %{agency_short_name},Client,Yes,Success,,,,,,,,,,,,,,,,,,,
en.cbv.successes.show.caseworker_received,We have delivered your payment information to %{agency_acronym}. They will contact you if any additional information is needed.,We have delivered your payment information to [agency]. They will contact you if any additional information is needed.,Hemos enviado su información de pago a [agencia]. Ellos lo contactarán si se necesita alguna información adicional.,Hemos enviado su información de pago a %{agency_acronym}. Ellos lo contactarán si se necesita alguna información adicional.,Client,Yes,Success,,,,,,,,,,,,,,,,,,,
en.cbv.successes.show.check_status.default,To check the status of your SNAP application or recertification you can visit DTA's website.,,Para comprobar el estado de su solicitud o recertificación del SNAP puede visitar el sitio web del DTA.,Para comprobar el estado de su solicitud o recertificación de SNAP puede visitar el sitio web del DTA.,Client,Yes,Success,,,,,,,,,,,,,,,,,,,
en.cbv.successes.show.check_status.ma,To check the status of your SNAP recertification you can visit DTA's website.,,Para comprobar el estado de su recertificación del SNAP puede visitar el sitio web del DTA.,Para comprobar el estado de su recertificación de SNAP puede visitar el sitio web del DTA.,Client,Yes,Success,,,,,,,,,,,,,,,,,,,
en.cbv.successes.show.confirmation_code_html,<strong>Confirmation code</strong>: %{confirmation_code},Confirmation code: ,Código de confirmación ,<strong>Código de confirmación </strong>: %{confirmation_code},Client,Yes,Success,,,,,,,,,,,,,,,,,,,
en.cbv.successes.show.download,Download a copy of the report,,Descargue una copia del informe,Descargue una copia del informe,Client,Yes,Success,,,,,,,,,,,,,,,,,,,
en.cbv.successes.show.header,Your income report has been successfully shared with %{agency_acronym},Your income report has been successfully shared with [agency],Su informe de ingresos ha sido compartido de forma exitosa con [agencia],Su informe de ingresos ha sido compartido de forma exitosa con %{agency_acronym},Client,Yes,Success,,,,,,,,,,,,,,,,,,,
en.cbv.successes.show.if_it_didnt_work,"If you weren't able to find an employer, or one of your employers doesn't have an online payroll provider, please provide your payment information directly to %{agency_acronym}.","If you weren't able to find an employer, or one of your employers doesn't have an online payroll provider, please provide your payment information directly to [agency].","Si usted no logró encontrar un empleador, o uno de sus empleadores no tiene un proveedor de nómina en línea, por favor, suministre su información de pago directamente a [agencia].","Si usted no logró encontrar un empleador, o uno de sus empleadores no tiene un proveedor de nómina en línea, por favor, suministre su información de pago directamente a %{agency_acronym}.",Client,Yes,Success,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.additional_comments,Additional comments,,Comentarios adicionales,Comentarios adicionales,Client,Yes,Summary,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.additional_information_title,Is there anything else you'd like your caseworker to know about your income?,,¿Hay algo más que desea que su trabajador social sepa sobre sus ingresos?,¿Hay algo más que desea que su trabajador social sepa sobre sus ingresos?,Client,,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.application_or_recertification_date.ma,Recertification interview date,,Fecha de la entrevista de recertificación,Fecha de la entrevista de recertificación,Client,,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.application_or_recertification_date.nyc,Application or recertification date,,Fecha de solicitud o recertificación,Fecha de solicitud o recertificación,Client,,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.application_or_recertification_date.sandbox,Application or recertification date,,Fecha de solicitud o recertificación,Fecha de solicitud o recertificación,Client,,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.consent_to_authorize_use_html.ma,"Check this box to confirm that the information provided by you is true and complete to the best of your knowledge. You agree to inform DTA of any income not reflected in this report or any discrepancies found in the information gathered with this tool. You understand that providing accurate and complete information is your responsibility, and any false or omitted information may have legal consequences. For more information on your rights and responsibilities regarding private information you share with DTA, please refer to the Rights and Responsibilities you signed at application, found on <a href=""https://www.mass.gov/lists/department-of-transitional-assistance-rights-responsibilities-and-penalties"">Mass.gov</a>.<br/><br/>By sending this report, you authorize its use for income verification by authorized DTA personnel.","Check this box to confirm that the information provided by you is true and complete to the best of your knowledge. You agree to inform DTA of any income not reflected in this report or any discrepancies found in the information gathered with this tool. You understand that providing accurate and complete information is your responsibility, and any false or omitted information may have legal consequences. For more information on your rights and responsibilities regarding private information you share with DTA, please refer to the Rights and Responsibilities you signed at application, found on Mass.gov. By sending this report, you authorize its use for income verification by authorized DTA personnel.","Marque esta casilla para confirmar que, a su leal saber y entender, la información proporcionada por usted es verdadera y completa. Usted se compromete a informar al DTA sobre cualquier ingreso no reflejado en este informe o cualquier discrepancia hallada en la información recopilada con esta herramienta. Usted entiende que suministrar información precisa y completa es su responsabilidad, y que cualquier información falsa u omitida puede tener consecuencias legales. Para obtener más información sobre sus derechos y responsabilidades en relación a la información privada que comparte con el DTA, consulte los Derechos y Responsabilidades que firmó en la solicitud, que se encuentran en Mass.gov. Al enviar este informe, usted autoriza el uso de esta verificación de ingresos por parte de personal autorizado del DTA.","Marque esta casilla para confirmar que, a su leal saber y entender, la información proporcionada por usted es verdadera y completa. Usted se compromete a informar al DTA sobre cualquier ingreso no reflejado en este informe o cualquier discrepancia hallada en la información recopilada con esta herramienta. Usted entiende que suministrar información precisa y completa es su responsabilidad, y que cualquier información falsa u omitida puede tener consecuencias legales. Para obtener más información sobre sus derechos y responsabilidades en relación a la información privada que comparte con el DTA, consulte los Derechos y Responsabilidades que firmó en la solicitud, que se encuentran en <a href=""https://www.mass.gov/lists/department-of-transitional-assistance-rights-responsibilities-and-penalties"">Mass.gov</a>. <br/><br/>Al enviar este informe, usted autoriza el uso de esta verificación de ingresos por parte de personal autorizado del DTA.",Client,Yes,Summary,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.consent_to_authorize_use_html.nyc,"Check this box to confirm that the information provided by you is true and complete to the best of your knowledge. You agree to inform NYC Human Resources Administration (HRA) of any income not reflected in this report or any discrepancies found in the information gathered with this tool. You understand that providing accurate and complete information is your responsibility, and any false or omitted information may have legal consequences.<br/><br/>By sending this report, you authorize its use for income verification by authorized HRA personnel.","Check this box to confirm that the information provided by you is true and complete to the best of your knowledge. You agree to inform NYC Human Resources Administration (HRA) of any income not reflected in this report or any discrepancies found in the information gathered with this tool. You understand that providing accurate and complete information is your responsibility, and any false or omitted information may have legal consequences. By sending this report, you authorize its use for income verification by authorized HRA personnel.","Marque esta casilla para confirmar que, a su leal saber y entender, la información proporcionada por usted es verdadera y completa. Usted accede a informar a la Administración de Recursos Humanos (HRA) de la Ciudad de Nueva York (NYC, por sus siglas en inglés) de cualquier ingreso no reflejado en este informe o cualquier discrepancia encontrada en la información recopilada con esta herramienta. Usted entiende que suministrar información precisa y completa es su responsabilidad, y que cualquier información falsa u omitida puede tener consecuencias legales. Al enviar este informe, autoriza su uso para la verificación de los ingresos por parte del personal autorizado de la HRA.","Marque esta casilla para confirmar que, a su leal saber y entender, la información proporcionada por usted es verdadera y completa. Usted accede a informar a la Administración de Recursos Humanos (HRA) de la Ciudad de Nueva York (NYC, por sus siglas en inglés) de cualquier ingreso no reflejado en este informe o cualquier discrepancia encontrada en la información recopilada con esta herramienta. Usted entiende que suministrar información precisa y completa es su responsabilidad, y que cualquier información falsa u omitida puede tener consecuencias legales.<br/><br/>Al enviar este informe, autoriza su uso para la verificación de los ingresos por parte del personal autorizado de la HRA.",Client,Yes,Summary,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.consent_to_authorize_use_html.sandbox,"Check this box to confirm that the information provided by you is true and complete to the best of your knowledge. You agree to inform CBV Test Agency of any income not reflected in this report or any discrepancies found in the information gathered with this tool. You understand that providing accurate and complete information is your responsibility, and any false or omitted information may have legal consequences.<br/><br/>By sending this report, you authorize its use for income verification by authorized CBV personnel.","Check this box to confirm that the information provided by you is true and complete to the best of your knowledge. You agree to inform CBV Test Agency of any income not reflected in this report or any discrepancies found in the information gathered with this tool. You understand that providing accurate and complete information is your responsibility, and any false or omitted information may have legal consequences. By sending this report, you authorize its use for income verification by authorized CBV personnel.","Marque esta casilla para confirmar que, a su leal saber y entender, la información proporcionada por usted es verdadera y completa. Usted se compromete a informar a la Agencia de pruebas CBV sobre cualquier ingreso no reflejado en este informe o cualquier discrepancia hallada en la información recopilada con esta herramienta. Usted entiende que suministrar información precisa y completa es su responsabilidad, y que cualquier información falsa u omitida puede tener consecuencias legales. Al enviar este informe, autoriza su uso para la verificación de los ingresos por parte del personal autorizado del CBV.","Marque esta casilla para confirmar que, a su leal saber y entender, la información proporcionada por usted es verdadera y completa. Usted se compromete a informar a la Agencia de pruebas CBV sobre cualquier ingreso no reflejado en este informe o cualquier discrepancia hallada en la información recopilada con esta herramienta. Usted entiende que suministrar información precisa y completa es su responsabilidad, y que cualquier información falsa u omitida puede tener consecuencias legales. <br/><br/>Al enviar este informe, autoriza su uso para la verificación de los ingresos por parte del personal autorizado del CBV.",Client,No,Summary,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.consent_to_authorize_use_title,Legal Agreement,,Acuerdo legal,Acuerdo legal,Client,Yes,Summary,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.description,"The report below has your income from the past 90 days from, from %{start_date} to %{end_date}. Please review it before you send it to %{agency_acronym}.","The report below has your income from the past 90 days from, from [date] to [date]. Please review it before you send it to [agency].","El siguiente informe contiene sus ingresos de los últimos 90 días, del [fecha] al [fecha]. Revíselo antes de enviarlo a [agency].","El siguiente informe contiene sus ingresos de los últimos 90 días, del %{start_date} al %{end_date}. Revíselo antes de enviarlo a %{agency_acronym}.",Client,Yes,Summary,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.header,Review and submit your income report,,Revise y presente su informe de ingresos,Revise y presente su informe de ingresos,Client,Yes,Summary,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.none_found,No payments found. Please refresh the page after a few minutes.,,No se encontraron pagos. Refresque la página después de unos minutos.,No se encontraron pagos. Actualice la página después de unos minutos.,Client,,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.payment,Payment of %{amount} before taxes on %{date},Payment of [$] before taxes on [date],Pago de [$] antes de impuestos el [fecha],Pago de %{amount} antes de pago impuestos en %{date},Client,Yes,Summary,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.caseworker.agreement_consent_timestamp,Agreement Consent Timestamp,,Marca de tiempo del acuerdo de consentimiento,Marca de tiempo del acuerdo de consentimiento,Staff,No need for translation,Income report,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.caseworker.case_number,Case number,,Número de caso,Número de caso,Staff,No need for translation,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.caseworker.client_email_address,Client's email address,,Dirección de correo electrónico del cliente,Dirección de correo electrónico del cliente,Staff,No need for translation,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.caseworker.client_full_name,Client full name (linked to payroll account),,Nombre completo del cliente (vinculado a la cuenta de nómina),Nombre completo del cliente (vinculado a la cuenta de nómina),Staff,No need for translation,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.caseworker.client_id_number,CIN,,CIN,CIN,Staff,No need for translation,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.caseworker.description,The following income information was retrieved with the client's consent and has been submitted by them to their benefits agency. The client is also able to download a client-facing copy of this report.,,La siguiente información de ingresos fue obtenida con el consentimiento del cliente y ha sido presentada por este a su agencia de beneficios. El cliente también puede descargar una copia de este informe para el cliente.,La siguiente información de ingresos fue obtenida con el consentimiento del cliente y ha sido presentada por este a su agencia de beneficios. El cliente también puede descargar una versión de este informe.,Staff,No need for translation,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.caseworker.first_name,Client's first name,,Nombre del cliente,Nombre del cliente,Staff,No need for translation,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.caseworker.how_to,"This report includes payment information from the past 90 days. In most cases, you only need to review income from the last 30 days for eligibility purposes. Use data beyond the 30-day period only if necessary. Key fields for income verification are highlighted in yellow.",,"Este informe incluye información de pago de los últimos 90 días. En la mayoría de los casos, solo hay que revisar los ingresos de los últimos 30 días con fines de (determinación de) la elegibilidad. Use los datos posteriores al período de 30 días solo si es necesario. Los campos clave para la verificación de los ingresos aparecen resaltados en amarillo.","Este informe incluye información de pago de los últimos 90 días. En la mayoría de los casos, solo hay que revisar los ingresos de los últimos 30 días con fines de (determinación de) la elegibilidad. Use los datos posteriores al período de 30 días solo si es necesario. Los campos clave para la verificación de los ingresos aparecen resaltados en amarillo.",Staff,No need for translation,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.caseworker.how_to_header,How to use this report:,,Cómo usar este informe:,Cómo usar este informe:,Staff,No need for translation,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.caseworker.last_name,Client's last name,,Apellido del cliente,Apellido del cliente,Staff,No need for translation,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.caseworker.middle_name,Client's middle name,,Segundo nombre del cliente,Segundo nombre del cliente,Staff,No need for translation,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.caseworker.pay_period,Pay period (%{pay_frequency}),Pay period ([pay frequency]),Período de pago ([frecuencia de pago]),Período de pago (%{pay_frequency}),Client,Yes,Income report,,,,,,,,,,,,,,,,,,,
,,"[frequency options to translate]
bi-weekly 
daily 
monthly 
semi-monthly 
variable 
weekly","[opciones de frecuencia a traducir]
cada dos semanas 
diario 
mensual 
dos veces al mes 
variable 
semanal","%{pay_frequency}:
cada dos semanas 
diario 
mensual 
dos veces al mes 
variable 
semanal",Client,Yes,Income report,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.caseworker.snap_agency_id,SNAP Agency ID,,Identificación de la agencia del SNAP,Identificación de la agencia de SNAP,Staff,No need for translation,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.caseworker.staff_beacon_id_wel_id,Staff BEACON ID (WELID),,,Staff BEACON ID (WELID),Staff,No need for translation,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.client.address,Employer address,,Dirección del empleador,Dirección del empleador,Client,Yes,Income report,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.client.agency_id_number,Client's Agency ID,,Identificación de la agencia del cliente,Identificación de la agencia del cliente,Staff,No need for translation,Income report,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.client.client_report_information,Client and Report Information,,Información sobre el cliente y el informe,Información sobre el cliente y el informe,Client,Yes,Income report,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.client.date_created,Date the income report was created,,Fecha en que se creó el informe de ingresos,Fecha en que se creó el informe de ingresos,Client,Yes,Income report,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.client.date_range,Date range for the income report,,Intervalo de fechas para el informe de ingresos,Intervalo de fechas para el informe de ingresos,Client,Yes,Income report,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.client.description,We have collected your income information with your consent and sent it to your SNAP agency. Any additional income that you weren't able to add to this report should be shared separately with your SNAP agency.,,Hemos recopilado su información de ingresos con su consentimiento y la hemos enviado a su agencia del SNAP. Cualquier ingreso adicional que no haya logrado agregar a este informe debe compartirlo por separado con su agencia SNAP.,Hemos recopilado su información de ingresos con su consentimiento y la hemos enviado a su agencia de SNAP. Cualquier ingreso adicional que no haya logrado agregar a este informe debe compartirlo por separado con su agencia de SNAP.,Client,Yes,Income report,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.client.employment_payment_details,Employment and Payment details,,Datos de empleo y pago,Datos de empleo y pago,Client,Yes,Income report,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.client.header,Income Verification Report,,Informe de verificación de ingresos,Informe de verificación de ingresos,Client,Yes,Income report,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.pdf.shared.confirmation_code,Confirmation code,,Código de confirmación,Código de confirmación,Client,Yes,Income report,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.phone_number,Employer phone,,Teléfono del empleador,Teléfono del empleador,Client,Yes,Income report,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.send_report,Share my report with %{agency_acronym},Share my report with [agency],Comparta mi informe con [agencia],Comparta mi informe con %{agency_acronym},Client,,Summary ,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.table_caption,Employer %{number}: %{employer_name},Employer [#]:,Empleador [#]:,Empleador %{number}: %{employer_name},Client,Yes,Income report,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.table_caption_no_name,Employer %{number},Employer [#]:,Empleador [#]:,Empleador %{number}:,Client,Yes,Income report,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.total_income_from,Total income from %{employer_name} before taxes: %{amount},Total income from [employer] before taxes: ,"Ingresos totales provenientes de [empleador], antes del pago de impuestos: ","Ingresos totales provenientes de %{employer_name}, antes del pago de impuestos: %{amount}",Client,,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.total_income_from_no_employer_name,Total income before taxes: %{amount},Total income before taxes: ,Ingresos totales antes de impuestos: ,Ingresos totales antes del pago de impuestos: %{amount},Client,,,,,,,,,,,,,,,,,,,,,
en.cbv.summaries.show.total_payments,"Total income from the past 90 days, before taxes: %{amount}","Total income from the past 90 days, before taxes:","Ingresos totales de los últimos 90 días, antes del pago de impuestos:","Ingresos totales de los últimos 90 días, antes del pago de impuestos: %{amount}",Client,,,,,,,,,,,,,,,,,,,,,
